page_label,page_no,title,section_name,page_kind,reference_family_name,family_names,summary,notes,image_filename
p264,264,LIEBEN HALOFORM REACTION,Importance; Mechanism,canonical_overview,Lieben Haloform Reaction,Lieben Haloform Reaction|Haloform reaction|Lieben haloform reaction,Overview page for the Lieben haloform reaction describing base-promoted halogenation and cleavage of methyl ketones or methyl carbinols to haloforms and carboxylates.,"Key concepts: repeated alpha-halogenation of methyl ketones, formation and hydrolysis of trihalomethyl ketones, use of hypohalite or halogen/base combinations, and application as a one-carbon degradation strategy for methyl ketone functionality.",named reactions_316.jpg
p265,265,LIEBEN HALOFORM REACTION,Synthetic Applications,application_example,Lieben Haloform Reaction,Lieben Haloform Reaction|Haloform reaction|Lieben haloform reaction,"Application page for the Lieben haloform reaction featuring (+)-methyl epijasmonate, the benzophenone moiety of balanol, (+)-20-epiveratramine, and (+)-anthoplone assembled through late-stage methyl-ketone to carboxylate editing.","Examples emphasize high regioselectivity in complex substrates, conversion of aromatic methyl ketones to benzoic-acid derivatives, use of trichloroacetyl surrogates as masked haloform products, and tandem esterification or oxidation sequences after haloform cleavage.",named reactions_317.jpg
p266,266,LOSSEN REARRANGEMENT,Importance; Mechanism,canonical_overview,Lossen Rearrangement,Lossen Rearrangement|Lossen rearrangement,"Overview page for the Lossen rearrangement describing conversion of O-acyl or O-aryl hydroxamic acids into isocyanates that are trapped by water, alcohols, or amines to give amines, carbamates, or ureas.","Key concepts: activation of hydroxamic acids by acylation or related derivatization, base- or heat-induced rearrangement to isocyanates, close relationship to Curtius and Hofmann rearrangements, and utility under relatively mild conditions without strong dehydrating reagents.",named reactions_318.jpg
p267,267,LOSSEN REARRANGEMENT,Synthetic Applications,application_example,Lossen Rearrangement,Lossen Rearrangement|Lossen rearrangement,"Application page for the Lossen rearrangement featuring ONO-6818, 5-methylbenz[cd]indol-2(1H)-one, and pectin-derived 5-aminoarabinopyranose derivatives prepared through rearrangement of activated hydroxamic acids.","Examples emphasize safer replacement of acyl-azide Curtius chemistry, regioselective nucleophilic aromatic substitution after Lossen rearrangement, and degradation of oligogalacturonic-acid hydroxamic acids to aminoarabinose derivatives.",named reactions_319.jpg
p268,268,LUCHE REDUCTION,Importance; Mechanism,canonical_overview,Luche Reduction,Luche Reduction|Luche reduction,"Overview page for the Luche reduction describing selective 1,2-reduction of alpha,beta-unsaturated ketones to allylic alcohols with NaBH4 in the presence of cerium(III) chloride.","Key concepts: in situ formation of alkoxyborohydride species, Lewis-acid activation of enones by CeCl3, suppression of conjugate reduction, fast room-temperature operation in methanol or related alcohol solvents, and high chemoselectivity toward enones over isolated carbonyls.",named reactions_320.jpg
p269,269,LUCHE REDUCTION,Synthetic Applications,application_example,Luche Reduction,Luche Reduction|Luche reduction,"Application page for the Luche reduction featuring narciclasine, (-)-subergorgic acid, (+)-euonyminol, and (+)-batrachotoxin A intermediates assembled through stereoselective enone reduction.","Examples emphasize diastereoselective delivery of hydride to constrained cyclic enones, low-temperature control of facial selectivity, and use of Luche reduction as a gateway to allylic-alcohol intermediates for rearrangement or deoxygenation sequences.",named reactions_321.jpg
p270,270,MADELUNG INDOLE SYNTHESIS,Importance; Mechanism,canonical_overview,Madelung Indole Synthesis,Madelung Indole Synthesis|Madelung indole synthesis|Smith-modified Madelung indole synthesis,"Overview page for the Madelung indole synthesis describing base-promoted cyclization of N-acyl-o-toluidines or related anilides to 2-substituted indoles, including Smith-modified low-temperature variants.","Key concepts: strong-base deprotonation alpha to the amide, intramolecular cyclization onto the acyl carbonyl, high-temperature classical conditions with alkoxides or sodamide, and modern alkynyllithium/Peterson-olefination variants that operate under milder conditions.",named reactions_322.jpg
p271,271,MADELUNG INDOLE SYNTHESIS,Synthetic Applications,application_example,Madelung Indole Synthesis,Madelung Indole Synthesis|Madelung indole synthesis|Smith-modified Madelung indole synthesis,"Application page for the Madelung indole synthesis featuring (-)-penitrem D, 2,6-diphenyl-1,5-diaza-1,5-dihydro-s-indacene, 2-pyridin-3-yl-1H-indole-3-carbonitrile, and spiro triketinine analogues assembled through classical or Smith-modified Madelung cyclizations.","Examples emphasize highly complex fragment coupling before Smith-modified indole closure, preheated high-temperature cyclizations on resin-bound or diamino aniline substrates, and use of Madelung cyclization as the final aromatic ring-forming event in medicinal and materials targets.",named reactions_323.jpg
p272,272,MALONIC ESTER SYNTHESIS,Importance; Mechanism,canonical_overview,Malonic Ester Synthesis,Malonic Ester Synthesis|Malonic ester synthesis,Overview page for the malonic ester synthesis describing mono- and dialkylation of malonate esters followed by hydrolysis and decarboxylation to substituted acetic acids.,"Key concepts: generation of enolates from malonic esters, SN2 alkylation with primary electrophiles, optional dialkylation or cyclization, and hydrolytic decarboxylation to mono- or disubstituted acetic-acid products.",named reactions_324.jpg
p273,273,MALONIC ESTER SYNTHESIS,Synthetic Applications,application_example,Malonic Ester Synthesis,Malonic Ester Synthesis|Malonic ester synthesis,"Application page for the malonic ester synthesis featuring (+)-macbecin I, (+)-bicyclohumulenone, dictyopyrone A, and (+)-juvabione prepared through stereocontrolled alkylation and elaboration of malonate-derived intermediates.","Examples emphasize gem-diiodomethyl malonate formation, allylic and intramolecular alkylation of substituted malonates, coupling of malonate anions with allylic cations, and relay of monoalkylated malonates into cyclopropane- or pyrone-containing natural products.",named reactions_325.jpg
