page_label,page_no,title,section_name,page_kind,reference_family_name,family_names,summary,notes,image_filename
p174,174,Fleming-Tamao Oxidation – Importance and Mechanism,Importance; Mechanism,canonical_overview,Fleming-Tamao Oxidation,Fleming-Tamao Oxidation|Tamao Oxidation,"Overview page for the Fleming-Tamao oxidation describing conversion of carbon-silicon bonds into alcohols under oxidative conditions through Tamao-type or Fleming-type protocols, often with retention of configuration at the carbon center.","Key concepts: oxidative cleavage of C–Si bonds, peroxide oxidation, ipso substitution at heteroaryl silanes, hypervalent-silicon intermediates, and stereospecific access to alcohols from organosilanes.",named reactions_226.jpg
p175,175,Fleming-Tamao Oxidation – Synthetic Applications,Synthetic Applications,application_example,Fleming-Tamao Oxidation,Fleming-Tamao Oxidation|Tamao Oxidation,"Application page for the Fleming-Tamao oxidation featuring conversion of silicon-bearing intermediates into quinolizidine diols, hydroxymethyl bicyclic alkaloids, the 18-epi-tricyclic core of garsubellin A, and the C1–C21 subunit of tautomycin.","Examples emphasize late-stage desilylative oxidation, compatibility with complex bicyclic and polyfunctionalized substrates, and use of peroxide or peracid protocols to unveil strategically masked alcohol motifs.",named reactions_227.jpg
p176,176,Friedel-Crafts Acylation – Importance and Mechanism,Importance; Mechanism,canonical_overview,Friedel-Crafts Acylation,Friedel-Crafts Acylation|Intramolecular Friedel-Crafts Acylation,"Overview page for the Friedel-Crafts acylation describing Lewis-acid-promoted installation of acyl groups onto aromatic or heteroaromatic substrates using acyl halides, anhydrides, or related acyl donors through acylium-ion-like electrophiles.","Key concepts: acylium ion generation, Lewis acid activation, aromatic acylation versus aliphatic acylation, deactivation after first acylation, and utility of intramolecular variants for ring closure.",named reactions_228.jpg
p177,177,Friedel-Crafts Acylation – Synthetic Applications,Synthetic Applications,application_example,Friedel-Crafts Acylation,Friedel-Crafts Acylation|Intramolecular Friedel-Crafts Acylation,"Application page for Friedel-Crafts acylation featuring enantioselective synthesis of (-)-hispidospermidin, ring closure in the route to phomazarin, preparation of (+)-lacinilene C methyl ether, and macrocyclization toward roseophilin.","Examples emphasize aliphatic and aromatic intramolecular Friedel-Crafts acylations, suppressing hydride-shift side reactions, and exploiting acylation to assemble rigid bicyclic and macrocyclic cores.",named reactions_229.jpg
p178,178,Friedel-Crafts Alkylation – Importance and Mechanism,Importance; Mechanism,canonical_overview,Friedel-Crafts Alkylation,Friedel-Crafts Alkylation,"Overview page for the Friedel-Crafts alkylation describing Lewis- or Brønsted-acid-promoted installation of alkyl groups onto aromatic or heteroaromatic substrates from alkyl halides, alkenes, alcohols, or related electrophiles through carbocationic activation.","Key concepts: catalyst-dependent carbocation formation, rearrangements of primary and secondary alkyl groups, polyalkylation, hydroarylation variants, and sensitivity to electron demand and substituent effects on the aromatic ring.",named reactions_230.jpg
p179,179,Friedel-Crafts Alkylation – Synthetic Applications,Synthetic Applications,application_example,Friedel-Crafts Alkylation,Friedel-Crafts Alkylation,"Application page for Friedel-Crafts alkylation featuring coupling in the route to tri-O-methyl dynemicin A methyl ester, semisynthetic antimalarial trioxanes from artemisinin, synthesis of (+)-brasiliquinone B, and benzylation of highly substituted salicylic-acid derivatives for anti-HIV scaffold assembly.","Examples emphasize highly chemoselective aromatic alkylations under silver triflate, boron trifluoride, tin tetrachloride, or sulfuric-acid conditions in sensitive natural-product settings.",named reactions_231.jpg
p180,180,"Fries, Photo-Fries, and Anionic Ortho-Fries Rearrangement – Importance and Mechanism",Importance; Mechanism,canonical_overview,Fries Rearrangement,Fries Rearrangement|Photo-Fries Rearrangement|Anionic Ortho-Fries Rearrangement,"Overview page for Fries-type rearrangements describing migration of acyl groups within phenolic esters or O-aryl carbamates under Lewis-acid, photochemical, or anionic conditions to furnish ortho- or para-acylated phenols and salicylamide derivatives.","Key concepts: Lewis-acid-promoted acyl migration, photochemical photo-Fries rearrangement, anionic ortho-Fries via ortho-lithiated carbamates, and regioselectivity between ortho and para acylation products.",named reactions_232.jpg
p181,181,"Fries, Photo-Fries, and Anionic Ortho-Fries Rearrangement – Synthetic Applications",Synthetic Applications,application_example,Fries Rearrangement,Fries Rearrangement|Photo-Fries Rearrangement|Anionic Ortho-Fries Rearrangement,"Application page for Fries-type rearrangements featuring atropo-enantioselective synthesis of (M)-knipholone, preparation of the protein kinase C inhibitor (-)-balanol through an anionic homo-Fries rearrangement, and photo-Fries-enabled macrocyclization en route to diazonamide.","Examples emphasize mild TiCl4-mediated acyl introduction, organolithium-triggered ortho-acyl migration, and photochemical macrocyclization strategies that exploit Fries-type rearrangements in densely functionalized aromatic systems.",named reactions_233.jpg
p182,182,Gabriel Synthesis – Importance and Mechanism,Importance; Mechanism,canonical_overview,Gabriel Synthesis,Gabriel Synthesis|Ing-Manske Procedure,"Overview page for the Gabriel synthesis describing preparation of primary amines by alkylation of potassium phthalimide followed by hydrolysis or hydrazinolysis, including the Ing-Manske deprotection variant and related Gabriel malonic-ester logic.","Key concepts: SN2 alkylation of phthalimide, hydrazinolysis, strongly basic hydrolysis, suitability for primary alkyl electrophiles, and mild deprotection variants used in complex-molecule synthesis.",named reactions_234.jpg
p183,183,Gabriel Synthesis – Synthetic Examples,Synthetic Examples,application_example,Gabriel Synthesis,Gabriel Synthesis|Ing-Manske Procedure,"Application page for the Gabriel synthesis featuring peramine, swainsonine analogues, dynamic-kinetic-resolution routes to amino acids, and preparation of vicinal diamines such as N-benzoylamino-phenylalanine derivatives.","Examples emphasize Mitsunobu-enabled phthalimide installation, methylamine or hydrazine deprotection, and stereochemical consequences of neighboring-group participation in complex amino-alcohol settings.",named reactions_235.jpg
