page_label,page_no,title,section_name,page_kind,summary,family_names,reference_family_name,notes,image_filename
p486,486,WITTIG REACTION,Importance; Mechanism,canonical_overview,"Overview page for the Wittig reaction describing conversion of carbonyl compounds into alkenes through phosphonium ylides, with attention to stabilized, semi-stabilized, and unstabilized ylides, betaine/oxaphosphetane intermediates, and E/Z selectivity patterns.",Wittig Reaction,Wittig Reaction,"Summarizes phosphonium salt formation, ylide generation, oxaphosphetane collapse, and the effects of ylide class and solvent on alkene stereochemistry.",named reactions_538.jpg
p487,487,WITTIG REACTION,Synthetic Applications,application_example,"Application page for the Wittig reaction featuring highly Z-selective coupling in discodermolide synthesis, Horner-Wittig olefination in buflavin synthesis, iterative olefination in oligosaccharide assembly, and late-stage alkene installation in complex natural products.",Wittig Reaction,Wittig Reaction,Examples emphasize chemoselective alkene construction from aldehydes with phosphonium or phosphonate reagents in advanced synthetic settings.,named reactions_539.jpg
p488,488,WITTIG REACTION - SCHLOSSER MODIFICATION,Importance; Mechanism,canonical_overview,Overview page for the Schlosser modification of the Wittig reaction describing one-pot conversion of nonstabilized phosphorus ylides and carbonyl compounds into predominantly E-alkenes through lithiobetaine equilibration and selective collapse.,Wittig Reaction - Schlosser Modification,Wittig Reaction - Schlosser Modification,"Highlights lithiobetaine and beta-oxido phosphorane equilibria, cleavage with excess organolithium, and stereochemical bias toward E-alkenes.",named reactions_540.jpg
p489,489,WITTIG REACTION - SCHLOSSER MODIFICATION,Synthetic Applications,application_example,"Application page for the Schlosser modification highlighting E-selective alkene formation in the syntheses of ISP-I, dolatrienoic acids, muricatacin, and sphingosine stereoisomers.",Wittig Reaction - Schlosser Modification,Wittig Reaction - Schlosser Modification,Examples exploit Schlosser conditions to reverse or sharpen alkene geometry relative to classical Wittig conditions.,named reactions_541.jpg
p490,490,"WITTIG-[1,2]- AND [2,3]-REARRANGEMENT",Importance; Mechanism,canonical_overview,"Overview page for the Wittig [1,2]- and [2,3]-rearrangements describing base-induced rearrangement of aryl alkyl ethers and allylic ethers through alpha-alkoxy carbanions to furnish alcohol or homoallylic alcohol products.","Wittig-[1,2]- and [2,3]-Rearrangement","Wittig-[1,2]- and [2,3]-Rearrangement","Contrasts radical-pair [1,2]-Wittig rearrangement with concerted sigmatropic [2,3]-Wittig rearrangement and their stereochemical outcomes.",named reactions_542.jpg
p491,491,"WITTIG-[1,2]- AND [2,3]-REARRANGEMENT",Synthetic Applications,application_example,"Application page for Wittig [1,2]- and [2,3]-rearrangements showing stereocontrolled alcohol and homoallylic alcohol formation in zaragozic acid A, astrophylline, sarcophytol A, and prostaglandin intermediate synthesis.","Wittig-[1,2]- and [2,3]-Rearrangement","Wittig-[1,2]- and [2,3]-Rearrangement","Examples emphasize chirality transfer, organostannane-based Still variants, and macrocyclic allylic ether rearrangements.",named reactions_543.jpg
p492,492,WOHL-ZIEGLER BROMINATION,Importance; Mechanism,canonical_overview,"Overview page for the Wohl-Ziegler bromination describing NBS-mediated radical bromination at allylic or benzylic positions, typically under thermal or photochemical initiation while minimizing direct alkene bromination.",Wohl-Ziegler Bromination,Wohl-Ziegler Bromination,"Covers the roles of NBS, radical initiators, low bromine concentration, and selectivity for allylic or benzylic C-H abstraction.",named reactions_544.jpg
p493,493,WOHL-ZIEGLER BROMINATION,Synthetic Applications,application_example,"Application page for Wohl-Ziegler bromination highlighting allylic or benzylic bromide installation in the syntheses of mastigophorene C, CMP-Kdo synthetase inhibitors, tryprostatin A, and conformationally restricted tubulin inhibitors.",Wohl-Ziegler Bromination,Wohl-Ziegler Bromination,"Examples show NBS bromination of complex alkenes and methylindoles, followed by hydrolysis, Staudinger reduction, or amination.",named reactions_545.jpg
p494,494,WOLFF REARRANGEMENT,Importance; Mechanism,canonical_overview,"Overview page for the Wolff rearrangement describing conversion of alpha-diazoketones into ketenes under thermal, photochemical, or transition-metal-promoted conditions, including links to Arndt-Eistert homologation and ketene trapping chemistry.",Wolff Rearrangement,Wolff Rearrangement,"Emphasizes alpha-diazoketone preparation, ketene intermediacy, ring contraction, and the influence of photolysis or metal catalysis on rearrangement efficiency.",named reactions_546.jpg
p495,495,WOLFF REARRANGEMENT,Synthetic Applications,application_example,"Application page for the Wolff rearrangement showcasing diazoketone photolysis and ketene generation in the syntheses of campherenone, capnellene, oxetanocin, and salvilenone.",Wolff Rearrangement,Wolff Rearrangement,"Examples feature photochemical rearrangement of cyclic diazoketones, ring contraction, and tandem ketene capture or annulation sequences.",named reactions_547.jpg
