page_label,page_no,title,section_name,page_kind,reference_family_name,family_names,summary,notes,image_filename
p82,82,Chugaev Elimination Reaction (Xanthate Ester Pyrolysis) – Importance and Mechanism,Importance; Mechanism,canonical_overview,Chugaev Elimination Reaction,Chugaev Elimination Reaction|Xanthate Ester Pyrolysis,"Overview page for the Chugaev elimination reaction describing pyrolytic syn elimination of alkyl xanthates to alkenes through a six-membered cyclic transition state, typically used to dehydrate sensitive alcohols without skeletal rearrangement.","Key concepts: xanthate ester formation from alcohols, cis/syn elimination, thermal pyrolysis to alkene.",named reactions_134.jpg
p83,83,Chugaev Elimination Reaction (Xanthate Ester Pyrolysis) – Synthetic Applications,Synthetic Applications,application_example,Chugaev Elimination Reaction,Chugaev Elimination Reaction|Xanthate Ester Pyrolysis,"Application page for the Chugaev elimination reaction featuring late-stage exocyclic alkene installation in dihydroclerodin, selective double-bond generation in solanapyrone E synthesis, ellacene formation, and tetrahydrofluorenone construction en route to kinamycins.",Examples emphasize xanthate pyrolysis as a reliable dehydration step in complex natural product synthesis.,named reactions_135.jpg
p84,84,Ciamician-Dennstedt Rearrangement – Importance and Mechanism,Importance; Mechanism,canonical_overview,Ciamician-Dennstedt Rearrangement,Ciamician-Dennstedt Rearrangement,"Overview page for the Ciamician-Dennstedt rearrangement describing conversion of pyrroles or indoles into 3-halopyridines or 3-haloquinolines through dihalocarbene insertion, ring expansion, and dehydrohalogenation; also known as the abnormal Reimer-Tiemann reaction.","Key concepts: dihalocarbene generation from haloforms, pyrrole ring expansion, 3-halopyridine formation.",named reactions_136.jpg
p85,85,Ciamician-Dennstedt Rearrangement – Synthetic Applications,Synthetic Applications,application_example,Ciamician-Dennstedt Rearrangement,Ciamician-Dennstedt Rearrangement,Application page for the Ciamician-Dennstedt rearrangement featuring calixpyridine assembly from calixpyrroles and solvent-dependent dichlorocarbene insertion into substituted indoles to access chloroquinoline and dichloromethyl indole products.,Examples highlight macrocyclic ring expansion and product-divergent indole carbene insertion chemistry.,named reactions_137.jpg
p86,86,Claisen Condensation / Claisen Reaction – Importance and Mechanism,Importance; Mechanism,canonical_overview,Claisen Condensation / Claisen Reaction,Claisen Condensation / Claisen Reaction|Claisen Condensation|Claisen Reaction,"Overview page for the Claisen condensation describing base-mediated ester enolate acylation to give beta-keto esters, including crossed Claisen condensation and Dieckmann cyclization variants.","Key concepts: ester enolate generation, beta-keto ester formation, crossed Claisen and Dieckmann variants.",named reactions_138.jpg
p87,87,Claisen Condensation / Claisen Reaction – Synthetic Applications,Synthetic Applications,application_example,Claisen Condensation / Claisen Reaction,Claisen Condensation / Claisen Reaction|Claisen Condensation|Claisen Reaction,"Application page for the Claisen condensation featuring convergent synthesis of secodaphniphylline, annulation en route to justicidin B and retrojusticidin B, and Evans-type stereoselective aldol/Claisen sequences toward methyl-7-benzoylpederate.",Examples show mixed Claisen condensation and stereocontrolled beta-keto ester assembly in natural product settings.,named reactions_139.jpg
p88,88,Claisen Rearrangement – Importance and Mechanism,Importance; Mechanism,canonical_overview,Claisen Rearrangement,Claisen Rearrangement,"Overview page for the Claisen rearrangement describing thermal [3,3]-sigmatropic rearrangement of allyl vinyl ethers and allyl aryl ethers to gamma,delta-unsaturated carbonyls or ortho/para-allyl phenols via concerted suprafacial transition states.","Key concepts: allyl vinyl ether rearrangement, allyl aryl ether rearrangement, six-membered chairlike transition states.",named reactions_140.jpg
p89,89,Claisen Rearrangement – Synthetic Applications,Synthetic Applications,application_example,Claisen Rearrangement,Claisen Rearrangement,"Application page for the Claisen rearrangement featuring Tebbe-generated allyl vinyl ether rearrangement in sclerophytin synthesis, Lewis-acid-mediated stereoselective Claisen rearrangement in saudin synthesis, and biomimetic double Claisen/Diels-Alder cascades to 1-O-methylforbesione.","Applications emphasize allyl vinyl ether formation followed by thermally or Lewis-acid controlled [3,3]-rearrangement.",named reactions_141.jpg
p90,90,Claisen-Ireland Rearrangement – Importance and Mechanism,Importance; Mechanism,canonical_overview,Claisen-Ireland Rearrangement,Claisen-Ireland Rearrangement|Ireland-Claisen Rearrangement|ester enolate Claisen rearrangement,"Overview page for the Claisen-Ireland rearrangement describing [3,3]-sigmatropic rearrangement of O-silyl ketene acetals derived from allylic esters to furnish gamma,delta-unsaturated carboxylic acids with strong anti/syn stereocontrol depending on enolate geometry.","Key concepts: allylic ester enolate, O-silyl ketene acetal, chairlike or boatlike transition state, anti/syn control.",named reactions_142.jpg
p91,91,Claisen-Ireland Rearrangement – Synthetic Applications,Synthetic Applications,application_example,Claisen-Ireland Rearrangement,Claisen-Ireland Rearrangement|Ireland-Claisen Rearrangement|ester enolate Claisen rearrangement,"Application page for the Claisen-Ireland rearrangement featuring ebelactone A/B stereocenter construction, convergent entry to aspidophytine, and trichodiene synthesis through highly diastereoselective rearrangement of O-silyl ketene acetals.",Examples highlight stereocontrolled carbon-oxygen to carbon-carbon bond reorganization in complex settings.,named reactions_143.jpg
