page_label,page_no,title,section_name,page_kind,reference_family_name,family_names,summary,notes,image_filename
p194,194,Hantzsch Dihydropyridine Synthesis – Importance and Mechanism,Importance; Mechanism,canonical_overview,Hantzsch Dihydropyridine Synthesis,Hantzsch Dihydropyridine Synthesis|Hantzsch Synthesis,"Overview page for the Hantzsch dihydropyridine synthesis describing multicomponent condensation of beta-keto esters or 1,3-dicarbonyl compounds with aldehydes and ammonia to furnish 1,4-dihydropyridines and, after oxidation, substituted pyridines.","Key concepts: enamine and Knoevenagel-type intermediates, one-pot three-component assembly, oxidation of 1,4-dihydropyridines to pyridines, and scope with aldehydes, 1,3-dicarbonyl partners, and nitrogen sources.",named reactions_246.jpg
p195,195,Hantzsch Dihydropyridine Synthesis – Synthetic Applications,Synthetic Applications,application_example,Hantzsch Dihydropyridine Synthesis,Hantzsch Dihydropyridine Synthesis|Hantzsch Synthesis,"Application page for the Hantzsch dihydropyridine synthesis featuring calcium-channel antagonists, heterocyclic amino-acid derivatives, isoxazolyl dihydropyridines, and terpyridine dicarboxylic-acid precursors prepared through modified Hantzsch condensations and oxidation sequences.","Examples emphasize unsymmetrical dihydropyridine assembly, modified multicomponent condensations, oxidative aromatization, and medicinally relevant 1,4-dihydropyridine scaffolds.",named reactions_247.jpg
p196,196,Heck Reaction – Importance and Mechanism,Importance; Mechanism,canonical_overview,Heck Reaction,Heck Reaction|Mizoroki-Heck Reaction,"Overview page for the Heck reaction describing palladium-catalyzed arylation or alkenylation of olefins using aryl, vinyl, or related halides or pseudohalides under basic conditions to generate substituted alkenes.","Key concepts: oxidative addition, migratory insertion, beta-hydride elimination, ligand and base effects, intra- versus intermolecular Heck coupling, and broad use in C-C bond formation.",named reactions_248.jpg
p197,197,Heck Reaction – Synthetic Applications,Synthetic Applications,application_example,Heck Reaction,Heck Reaction|Mizoroki-Heck Reaction,Application page for the Heck reaction featuring intramolecular annulation toward ecteinascidin 743 and asperazine as well as intermolecular styrene formation en route to lasiodiplodin.,"Examples emphasize macrocyclization or annulation via intramolecular Heck coupling, ligand-controlled cyclizations, and olefin installation through palladium catalysis.",named reactions_249.jpg
p198,198,Heine Reaction – Importance and Mechanism,Importance; Mechanism,canonical_overview,Heine Reaction,Heine Reaction,"Overview page for the Heine reaction describing nucleophile-promoted ring expansion or rearrangement of N-acylaziridines to 2-aryl-2-oxazolines, thiazolines, triazolines, and related heterocycles, typically under iodide-mediated conditions.","Key concepts: iodide opening of activated aziridines, double inversion or net-retention stereochemical outcomes, solvent effects, and extension of the method to heteroatom-substituted aziridines.",named reactions_250.jpg
p199,199,Heine Reaction – Synthetic Applications,Synthetic Applications,application_example,Heine Reaction,Heine Reaction,"Application page for the Heine reaction featuring ferrocenyl bis-oxazolines, functionalized octenopyranoses, and dehydrophenylalanine-containing tripeptides assembled from aziridine precursors.","Examples emphasize iodide-promoted aziridine ring expansion, stereospecific conversion of carbohydrate-derived aziridines, and elaboration of organometallic ligands and peptide analogues.",named reactions_251.jpg
p200,200,Hell-Volhard-Zelinsky Reaction – Importance and Mechanism,Importance; Mechanism,canonical_overview,Hell-Volhard-Zelinsky Reaction,Hell-Volhard-Zelinsky Reaction|HVZ Reaction,"Overview page for the Hell-Volhard-Zelinsky reaction describing alpha-halogenation of carboxylic acids via in situ formation of acyl halides in the presence of halogen and catalytic or stoichiometric phosphorus reagents, followed by hydrolysis or nucleophilic trapping.","Key concepts: conversion of acids to acyl halides, enol halogenation, hydrolysis back to alpha-halo acids, and interception with nucleophiles to give alpha-substituted derivatives.",named reactions_252.jpg
p201,201,Hell-Volhard-Zelinsky Reaction – Synthetic Applications,Synthetic Applications,application_example,Hell-Volhard-Zelinsky Reaction,Hell-Volhard-Zelinsky Reaction|HVZ Reaction,"Application page for the HVZ reaction featuring preparation of alpha-bromo thioesters, meso-dibromoadipate auxiliaries, and degradation sequences used in structural elucidation of bicyclic carboxylic acids.","Examples emphasize one-pot bromination and thiol trapping, equilibration and crystallization of meso dibromoadipates, and downstream degradation chemistry from HVZ-derived intermediates.",named reactions_253.jpg
p202,202,Henry Reaction – Importance and Mechanism,Importance; Mechanism,canonical_overview,Henry Reaction,Henry Reaction|Nitroaldol Reaction,"Overview page for the Henry reaction describing base-promoted addition of nitroalkanes to aldehydes or ketones to afford beta-nitro alcohols that can be transformed into nitroalkenes, alpha-nitro ketones, or beta-amino alcohols.","Key concepts: deprotonation of nitroalkanes, nitronate addition to carbonyls, reversibility, dehydration and redox transformations of beta-nitro alcohols, and asymmetric variants of nitroaldol chemistry.",named reactions_254.jpg
p203,203,Henry Reaction – Synthetic Applications,Synthetic Applications,application_example,Henry Reaction,Henry Reaction|Nitroaldol Reaction,"Application page for the Henry reaction featuring deoxyhydroxymethylinositols, nummularine F, deoxypyrroline, and cyclophellitol assembled through intermolecular or intramolecular nitroaldol additions and downstream elaboration of nitro alcohols.",Examples emphasize nitroaldol-based construction of densely oxygenated carbocycles and heterocycles together with intramolecular Henry cyclizations in alkaloid and carbohydrate synthesis.,named reactions_255.jpg
