page_label,page_no,title,section_name,page_kind,reference_family_name,family_names,summary,notes,image_filename
p94,94,Combes Quinoline Synthesis – Importance and Mechanism,Importance; Mechanism,canonical_overview,Combes Quinoline Synthesis,Combes Quinoline Synthesis,"Overview page for the Combes quinoline synthesis describing acid-catalyzed condensation of primary aryl amines with beta-diketones or beta-ketoesters through Schiff base formation, enamine isomerization, cyclization, and dehydration to substituted quinolines or 4-hydroxyquinolines.","Key concepts: aryl amine plus beta-dicarbonyl partner, Schiff base intermediates, acid/heat-driven annulation to quinoline frameworks.",named reactions_146.jpg
p95,95,Combes Quinoline Synthesis – Synthetic Applications,Synthetic Applications,application_example,Combes Quinoline Synthesis,Combes Quinoline Synthesis,"Application page for the Combes quinoline synthesis featuring annulation toward benzo[h]indeno[2,1-c]quinolines, imidazobenzodiazepines, imidazo[4,5-h]quinolines, and azaaceanthrene-derived polycycles under acidic cyclodehydration conditions.",Examples emphasize PPA-promoted ring closure and heteroaryl amine condensation with beta-dicarbonyl electrophiles.,named reactions_147.jpg
p96,96,Cope Elimination / Cope Reaction – Importance and Mechanism,Importance; Mechanism,canonical_overview,Cope Elimination / Cope Reaction,Cope Elimination / Cope Reaction|Cope Elimination|Cope Reaction,Overview page for the Cope elimination describing oxidation of tertiary amines to N-oxides followed by stereospecific syn elimination upon heating to furnish alkenes and dialkylhydroxylamines through a five-membered cyclic transition state.,"Key concepts: tertiary amine N-oxide precursor, syn elimination, alkene formation, thermal beta-hydrogen removal.",named reactions_148.jpg
p97,97,Cope Elimination / Cope Reaction – Synthetic Applications,Synthetic Applications,application_example,Cope Elimination / Cope Reaction,Cope Elimination / Cope Reaction|Cope Elimination|Cope Reaction,"Application page for the Cope elimination featuring dealkylative alkene formation in mannopyranosylamine mimic synthesis, in situ conversion of secondary amines into hydroxylamines after acrylonitrile addition and oxidation, and bridgehead methylene installation in taxoid intermediate synthesis.",Applications highlight mCPBA oxidation followed by thermal syn elimination in both cyclic and acyclic amine systems.,named reactions_149.jpg
p98,98,Cope Rearrangement – Importance and Mechanism,Importance; Mechanism,canonical_overview,Cope Rearrangement,Cope Rearrangement,"Overview page for the Cope rearrangement describing the reversible thermal [3,3]-sigmatropic rearrangement of 1,5-dienes, including divinylcyclopropane and cyclobutene ring-expansion variants, through chairlike or boatlike concerted transition states.","Key concepts: 1,5-diene substrate class, thermal [3,3]-shift, stereospecific concerted rearrangement, strained-ring variants.",named reactions_150.jpg
p99,99,Cope Rearrangement – Synthetic Applications,Synthetic Applications,application_example,Cope Rearrangement,Cope Rearrangement,"Application page for the Cope rearrangement featuring ring-expansion steps in the syntheses of asteriscanolide, tremulenolide A, and a tricyclic ring system en route to morphine from divinylcyclobutane or divinylcyclopropane precursors.",Examples emphasize strained-substrate Cope rearrangements as strategic medium-ring and polycycle construction steps.,named reactions_151.jpg
p100,100,Corey-Bakshi-Shibata Reduction (CBS Reduction) – Importance and Mechanism,Importance; Mechanism,canonical_overview,Corey-Bakshi-Shibata Reduction (CBS Reduction),Corey-Bakshi-Shibata Reduction (CBS Reduction)|CBS Reduction|Corey-Bakshi-Shibata Reduction,Overview page for the Corey-Bakshi-Shibata reduction describing enantioselective oxazaborolidine-catalyzed borane reduction of ketones to secondary alcohols through face-selective hydride delivery from a chiral catalyst-borane complex.,"Key concepts: oxazaborolidine catalyst, borane source, ketone-to-secondary-alcohol reduction, high enantioselectivity.",named reactions_152.jpg
p101,101,Corey-Bakshi-Shibata Reduction (CBS Reduction) – Synthetic Applications,Synthetic Applications,application_example,Corey-Bakshi-Shibata Reduction (CBS Reduction),Corey-Bakshi-Shibata Reduction (CBS Reduction)|CBS Reduction|Corey-Bakshi-Shibata Reduction,"Application page for the CBS reduction featuring catalytic asymmetric reduction in syntheses of prostaglandin E1, dysidiolide, and okadaic acid, where ketone reduction establishes key secondary alcohol stereocenters with high ee.",Examples highlight catalytic borane reduction with Corey CBS catalysts in advanced natural product settings.,named reactions_153.jpg
p102,102,Corey-Chaykovsky Epoxidation and Cyclopropanation – Importance and Mechanism,Importance; Mechanism,canonical_overview,Corey-Chaykovsky Epoxidation and Cyclopropanation,Corey-Chaykovsky Epoxidation and Cyclopropanation|Corey-Chaykovsky Epoxidation|Corey-Chaykovsky Cyclopropanation,"Overview page for the Corey-Chaykovsky epoxidation and cyclopropanation describing base-generated sulfoxonium or sulfonium ylides that transfer methylene units to aldehydes, ketones, or alpha,beta-unsaturated carbonyl compounds to form epoxides or cyclopropanes.","Key concepts: sulfur ylide generation with NaH in DMSO, carbonyl methylene transfer, epoxide versus cyclopropane formation.",named reactions_154.jpg
p103,103,Corey-Chaykovsky Epoxidation and Cyclopropanation – Synthetic Applications,Synthetic Applications,application_example,Corey-Chaykovsky Epoxidation and Cyclopropanation,Corey-Chaykovsky Epoxidation and Cyclopropanation|Corey-Chaykovsky Epoxidation|Corey-Chaykovsky Cyclopropanation,"Application page for the Corey-Chaykovsky chemistry featuring chemoselective epoxidation in phyllanthocin synthesis, epoxidative fragmentation studies toward aphanamol, ring-expansion and cyclopropanation sequences to bicyclo[3.3.0]octenone derivatives, and late-stage cyclopropanation en route to isovelleral.",Applications emphasize sulfur ylide chemistry in complex natural product synthesis and bridged bicyclic scaffold construction.,named reactions_155.jpg
