page_label,page_no,title,section_name,page_kind,summary,family_names,reference_family_name,notes,image_filename
p420,420,SNIECKUS DIRECTED ORTHO METALATION,Importance; Mechanism,canonical_overview,Overview page for Snieckus directed ortho metalation (DoM) describing complex-induced proximity effect control of ortho deprotonation by alkyllithiums on arenes and heteroarenes bearing directing metalation groups.,Snieckus Directed Ortho Metalation|DoM,Snieckus Directed Ortho Metalation,"Key concepts: directed ortho lithiation by n-BuLi or related bases, CIPE precomplexation, directing metalation groups such as amides/carbamates/oxazolines, and electrophile trapping of aryllithium intermediates.",named reactions_472.jpg
p421,421,SNIECKUS DIRECTED ORTHO METALATION,Synthetic Applications,application_example,"Application page for Snieckus directed ortho metalation featuring the aglycones of gilvocarcin V/M/E, veiutamine, and (S)-camptothecin, showing site-selective lithiation, iodination, remote metalation, and dianion chemistry in complex aromatic systems.",Snieckus Directed Ortho Metalation|DoM,Snieckus Directed Ortho Metalation,"Examples emphasize sec-BuLi/TMEDA ortho metalation, remote metalation/ortho-Fries rearrangement, electrophile trapping with aryl aldehydes or iodine, and sequential lithiation/functionalization in heteroaromatic natural-product synthesis.",named reactions_473.jpg
p422,422,SOMMELET-HAUSER REARRANGEMENT,Importance; Mechanism,canonical_overview,"Overview page for the Sommelet-Hauser rearrangement describing base-promoted [2,3]-sigmatropic rearrangement of benzylic ammonium ylides to furnish ortho-substituted tertiary benzylamines, often in competition with Stevens rearrangement.",Sommelet-Hauser Rearrangement|S.-H. rearrangement,Sommelet-Hauser Rearrangement,"Key concepts: benzyl quaternary ammonium salts, deprotonation to nitrogen ylides, [2,3]-sigmatropic rearrangement versus Stevens rearrangement, and the role of NaNH2/liquid NH3 or polar additives such as HMPA.",named reactions_474.jpg
p423,423,SOMMELET-HAUSER REARRANGEMENT,Synthetic Applications,application_example,"Application page for the Sommelet-Hauser rearrangement featuring streptonigrin, a dibenzo[c,f]azocine framework, methyl 7-chloroindole-4-carboxylate, and tetrahydrophthalimide-substituted indolin-2(3H)-ones, highlighting both basic and fluoride-triggered nonbasic variants.",Sommelet-Hauser Rearrangement|S.-H. rearrangement,Sommelet-Hauser Rearrangement,"Examples emphasize modified S.-H. conditions with KOt-Bu, regioselective ammonium-y lide generation by fluoride-induced desilylation, sulfilimine-based aromatic amine synthesis, and rearrangement-enabled access to indole and azocine scaffolds.",named reactions_475.jpg
p424,424,SONOGASHIRA CROSS-COUPLING,Importance; Mechanism,canonical_overview,Overview page for the Sonogashira cross-coupling describing Pd/Cu-catalyzed coupling of terminal alkynes with aryl or vinyl halides/triflates under basic conditions to furnish substituted alkynes.,Sonogashira Cross-Coupling|Sonogashira Reaction,Sonogashira Cross-Coupling,"Key concepts: oxidative addition/transmetalation/reductive elimination, Cu(I) acetylide formation, tolerance of aryl/vinyl iodides or bromides, and use of Pd(PPh3)2Cl2 or Pd(PPh3)4 with CuI/CuBr and amine bases.",named reactions_476.jpg
p425,425,SONOGASHIRA CROSS-COUPLING,Synthetic Applications,application_example,"Application page for the Sonogashira cross-coupling featuring (−)-heliannuol E, mappicine, N1999-A2, and callipeltoside aglycon, showing late-stage aryl- and vinyl-alkyne coupling in complex natural-product synthesis.",Sonogashira Cross-Coupling|Sonogashira Reaction,Sonogashira Cross-Coupling,"Examples highlight quantitative propargyl alcohol installation, intramolecular hetero-Diels–Alder precursor synthesis, fragment coupling for highly strained enediynes, and catalyst-dependent optimization in a late-stage dienyne assembly.",named reactions_477.jpg
p426,426,STAUDINGER KETENE CYCLOADDITION,Importance; Mechanism,canonical_overview,"Overview page for the Staudinger ketene cycloaddition describing thermal or Lewis acid mediated [2+2] cycloadditions of ketenes with alkenes, carbonyl compounds, or imines to give cyclobutanones, β-lactones, or β-lactams.",Staudinger Ketene Cycloaddition|Ketene [2+2] cycloaddition,Staudinger Ketene Cycloaddition,"Key concepts: ketene generation from acid chlorides or diazoketones, cycloaddition with alkenes or imines, β-lactam formation from ketene-imine reactions, and Lewis acid activation in reactions with carbonyl partners.",named reactions_478.jpg
p427,427,STAUDINGER KETENE CYCLOADDITION,Synthetic Applications,application_example,"Application page for the Staudinger ketene cycloaddition featuring (+)-bakkenolide A, sarracenin, the pentacyclic framework of ecteinascidin-743, and (−)-lipstatin, illustrating ketene [2+2] cycloaddition with cyclic alkenes, fulvenes, and ketene-imines.",Staudinger Ketene Cycloaddition|Ketene [2+2] cycloaddition,Staudinger Ketene Cycloaddition,"Examples emphasize dichloroketene generation in situ, highly diastereoselective cyclobutanone formation, chiral ketene-imine cycloaddition to β-lactams, and aldehyde–ketene cycloaddition under EtAlCl2 activation en route to lipstatin.",named reactions_479.jpg
p428,428,STAUDINGER REACTION,Importance; Mechanism,canonical_overview,"Overview page for the Staudinger reaction describing the fast reaction of organic azides with trivalent phosphines to form phosphazides and iminophosphoranes, enabling reduction to amines or aza-Wittig-type transformations.",Staudinger Reaction|Staudinger reduction,Staudinger Reaction,"Key concepts: phosphazide and iminophosphorane intermediates, hydrolysis to primary amines, aza-Wittig imine formation, and the versatile reactivity of phosphorus(III) compounds toward organic azides.",named reactions_480.jpg
p429,429,STAUDINGER REACTION,Synthetic Applications,application_example,"Application page for the Staudinger reaction featuring (−)-hennoxazole A, (+)-hamacanthin B, mycosporin-Gly, and O-methyl imidate, demonstrating azide reduction, tandem aza-Wittig cyclization, and biocompatible Staudinger ligation.",Staudinger Reaction|Staudinger reduction|Staudinger ligation,Staudinger Reaction,"Examples emphasize selective azide reduction with phosphines in wet solvent, tandem Staudinger/intramolecular aza-Wittig annulation, one-pot imine capture with benzyl glyoxylate, and bioorthogonal ligation through an aryl-azide/O-alkyl imidate linkage.",named reactions_481.jpg
