page_label,page_no,title,section_name,page_kind,reference_family_name,family_names,summary,notes,image_filename
p214,214,Horner-Wadsworth-Emmons Olefination – Still-Gennari Modification,Importance; Mechanism,canonical_overview,Still-Gennari Modification,Still-Gennari Modification|Still-Gennari HWE Olefination|HWE Olefination,Overview page for the Still-Gennari modification of the Horner-Wadsworth-Emmons olefination describing use of electron-withdrawing bis(trifluoroethyl) phosphonates to favor Z-alkene formation from aldehydes and ketones.,"Key concepts: strongly electron-withdrawing phosphonate esters, chelated oxaphosphetane preference, 18-crown-6 promoted deaggregation, kinetic control, and reversal of the usual HWE E-selectivity to furnish Z-enoates and related alkenes.",named reactions_266.jpg
p215,215,Horner-Wadsworth-Emmons Olefination – Still-Gennari Modification – Synthetic Applications,Synthetic Applications,application_example,Still-Gennari Modification,Still-Gennari Modification|Still-Gennari HWE Olefination|HWE Olefination,"Application page for the Still-Gennari modified HWE olefination featuring phorboxazole A, cholesterol synthase inhibitor 1233A, anti-ulcer compound AI-77B, and spinosyn A assembled through Z-selective phosphonate olefination steps.",Examples emphasize macrocyclizations and convergent fragment couplings where bis(trifluoroethyl) phosphonates and crown ether additives deliver highly Z-selective enoates or alkylidene motifs in complex settings.,named reactions_267.jpg
p216,216,Houben-Hoesch Reaction / Synthesis – Importance and Mechanism,Importance; Mechanism,canonical_overview,Houben-Hoesch Reaction,Houben-Hoesch Reaction|Hoesch Reaction|Houben-Hoesch Synthesis,Overview page for the Houben-Hoesch reaction describing Lewis- or Brønsted-acid mediated acylation of activated aromatics by nitriles or nitrilium precursors to furnish aryl ketones after hydrolysis.,"Key concepts: nitrile activation to nitrilium or iminium chloride species, reaction of polyphenols or electron-rich heteroarenes, ZnCl2/BCl3/AlCl3 mediated regiocontrol, and hydrolysis of imine hydrochlorides to aromatic ketones.",named reactions_268.jpg
p217,217,Houben-Hoesch Reaction / Synthesis – Synthetic Applications,Synthetic Applications,application_example,Houben-Hoesch Reaction,Houben-Hoesch Reaction|Hoesch Reaction|Houben-Hoesch Synthesis,"Application page for the Houben-Hoesch reaction featuring bostrycoidin, genistein, aminobenzofuran derivatives, and HOMST assembled through intermolecular or intramolecular nitrile-based aromatic acylation.","Examples emphasize Minisci-Houben-Hoesch combinations, DMF/PCl5-formyl iminium equivalents, abnormal ortho products from alpha-oxonitriles, and xanthone-forming alkyl nitrilium variants.",named reactions_269.jpg
p218,218,Hunsdiecker Reaction – Importance and Mechanism,Importance; Mechanism,canonical_overview,Hunsdiecker Reaction,Hunsdiecker Reaction|Borodin-Hunsdiecker Reaction|Kochi Modification|Barton Modification,Overview page for the Hunsdiecker reaction describing decarboxylative halogenation of silver or related heavy-metal carboxylates to furnish one-carbon shorter alkyl or aryl halides.,"Key concepts: acyl hypohalite intermediates, radical decarboxylation, classical silver-salt conditions, modified mercury/lead/thallium protocols, and Barton or Kochi variants that extend the reaction to broader substrates and milder conditions.",named reactions_270.jpg
p219,219,Hunsdiecker Reaction – Synthetic Applications,Synthetic Applications,application_example,Hunsdiecker Reaction,Hunsdiecker Reaction|Borodin-Hunsdiecker Reaction|Kochi Modification|Barton Modification,"Application page for the Hunsdiecker reaction featuring aromatic E-vinyl halides, tandem decarboxylative bromination/Heck sequences, strained cyclopropene precursors, and (+)-spirotryprostatin B assembled through Barton- or Kochi-Suarez-type variants.","Examples emphasize metal-free catalytic decarboxylative bromination of unsaturated acids, crystalline dibromide intermediates, and late-stage bromination/elimination manifolds in complex alkaloid synthesis.",named reactions_271.jpg
p220,220,Jacobsen Hydrolytic Kinetic Resolution – Importance and Mechanism,Importance; Mechanism,canonical_overview,Jacobsen Hydrolytic Kinetic Resolution,Jacobsen Hydrolytic Kinetic Resolution|Jacobsen HKR|HKR,Overview page for the Jacobsen hydrolytic kinetic resolution describing Co(III)-salen catalyzed enantioselective hydrolysis or ring opening of racemic terminal epoxides with substoichiometric water to furnish enantioenriched epoxides and diols.,"Key concepts: chiral Co(salen) catalysts, low-water kinetic resolution, cooperative bimetallic epoxide activation, high enantioselectivity for terminal epoxides, and straightforward isolation of both epoxide and diol products.",named reactions_272.jpg
p221,221,Jacobsen Hydrolytic Kinetic Resolution – Synthetic Applications,Synthetic Applications,application_example,Jacobsen Hydrolytic Kinetic Resolution,Jacobsen Hydrolytic Kinetic Resolution|Jacobsen HKR|HKR,"Application page for the Jacobsen HKR featuring laulimalide, fostriecin (CI-920), and hydroxylated annonaceous acetogenin analogues assembled from terminal or butenolide epoxides through highly selective cobalt-salen mediated resolutions.","Examples emphasize separation of epoxide diastereomers, catalytic reoxidation of Co(II) species under oxygen, and use of epoxide-derived diols as stereochemical relay units in natural product synthesis.",named reactions_273.jpg
p222,222,Jacobsen-Katsuki Epoxidation – Importance and Mechanism,Importance; Mechanism,canonical_overview,Jacobsen-Katsuki Epoxidation,Jacobsen-Katsuki Epoxidation|Jacobsen Epoxidation|Katsuki Epoxidation|J-K Epoxidation,"Overview page for the Jacobsen-Katsuki epoxidation describing chiral salen manganese(III) complexes used for asymmetric epoxidation of unfunctionalized and other electron-rich alkenes with oxidants such as NaOCl, PhIO, or mCPBA.","Key concepts: Schiff-base Mn(salen) catalysts, Jacobsen versus Katsuki side-on/top-on selectivity models, room-temperature NaOCl conditions or low-temperature peracid conditions, and high enantioselectivity for cis-disubstituted or related alkenes.",named reactions_274.jpg
p223,223,Jacobsen-Katsuki Epoxidation – Synthetic Applications,Synthetic Applications,application_example,Jacobsen-Katsuki Epoxidation,Jacobsen-Katsuki Epoxidation|Jacobsen Epoxidation|Katsuki Epoxidation|J-K Epoxidation,"Application page for the Jacobsen-Katsuki epoxidation featuring siomycin D1 subunits, the CBI alkylation subunit of CC-1065, 2S,3S-3-hydroxy-2-phenylpiperidine, and PDE IV inhibitor CDP840 synthesized through catalytic asymmetric epoxidation.","Examples emphasize Mn(salen) catalyst turnover with N-oxide additives, reductive and nucleophilic epoxide openings, and chirality transfer into tetra- and trisubstituted oxygenated heterocycle frameworks.",named reactions_275.jpg
