page_label,page_no,title,section_name,page_kind,summary,family_names,reference_family_name,notes,image_filename
p380,380,RILEY SELENIUM DIOXIDE OXIDATION,Importance; Mechanism,canonical_overview,"Overview page for the Riley selenium dioxide oxidation describing SeO2-mediated oxidation of α-methylene ketones and aldehydes to α-dicarbonyl compounds as well as allylic oxidation of alkenes to allylic alcohols or enones, with strong dependence on substitution pattern and accessible allylic positions.",Riley Selenium Dioxide Oxidation|Riley oxidation|selenium dioxide allylic oxidation,Riley Selenium Dioxide Oxidation,"Key concepts: oxidation at α-methylene positions adjacent to carbonyl groups, allylic oxidation of acyclic and cyclic olefins, regioselection among nonequivalent allylic sites, and mechanistic manifolds involving allylseleninic acids or selenium-mediated oxygen transfer.",named reactions_432.jpg
p381,381,RILEY SELENIUM DIOXIDE OXIDATION,Synthetic Applications,application_example,"Application page for the Riley selenium dioxide oxidation featuring 6-epi-Hamigeran B, α-amino acids from a chiral iminolactone equivalent, Cristatic acid, and Miroestrol, illustrating both α-carbonyl oxidation and highly selective allylic hydroxylation in natural-product synthesis.",Riley Selenium Dioxide Oxidation|Riley oxidation,Riley Selenium Dioxide Oxidation,"Examples emphasize clean oxidation of a single cyclohexanone α-position, SeO2-catalyzed allylic oxidation of prenylated aromatics, oxidation of bridgehead motifs adjacent to alkenes, and use of chiral iminolactones as glycine equivalents after Riley oxidation of camphor derivatives.",named reactions_433.jpg
p382,382,RITTER REACTION,Importance; Mechanism,canonical_overview,"Overview page for the Ritter reaction describing acid-promoted trapping of carbocations generated from alkenes or tertiary alcohols by nitriles to form nitrilium ions that hydrolyze to N-alkyl amides, a versatile route to tertiary carboxamides and heterocyclic frameworks.",Ritter Reaction|Ritter amidation,Ritter Reaction,"Key concepts: carbocation generation from tertiary alcohols or alkenes under strong Brønsted or Lewis acid activation, nitrile capture to nitrilium intermediates, hydrolysis to amides, and susceptibility of complex carbocations to Wagner–Meerwein rearrangement before interception by the nitrile.",named reactions_434.jpg
p383,383,RITTER REACTION,Synthetic Applications,application_example,"Application page for the Ritter reaction featuring (+)-Aristotelone, (+)-Isocyanoallopupukeanane, an electron-rich analogue of PK11195, and a potential dopamine receptor ligand, showcasing biomimetic carbocation capture and intramolecular nitrile trapping in alkaloid and terpene synthesis.",Ritter Reaction|modified Ritter reaction|intramolecular Ritter reaction,Ritter Reaction,"Examples emphasize Hg(NO3)2-mediated ionization of pinene, regioselective isonitrile installation from polycyclic alkenes, HBF4-promoted cyclization of electron-rich styrenes with nitriles, and intramolecular trapping of benzylic carbocations by pendant cyano groups to generate lactams.",named reactions_435.jpg
p384,384,ROBINSON ANNULATION,Importance; Mechanism,canonical_overview,"Overview page for the Robinson annulation describing Michael addition of a ketone enolate to an α,β-unsaturated ketone followed by intramolecular aldol condensation and dehydration to furnish substituted cyclohexenones or fused bicyclic enone systems.",Robinson Annulation|Robinson annulation,Robinson Annulation,"Key concepts: combination of Michael addition and aldol condensation, use of methyl vinyl ketone or stable surrogates, acid- or base-promoted variants, formation of fused bicyclic enones from cyclic ketones, and the Hajos–Parrish reaction as the enantioselective counterpart.",named reactions_436.jpg
p385,385,ROBINSON ANNULATION,Synthetic Applications,application_example,"Application page for the Robinson annulation featuring Hispidospermidin, (+)-Codeine, (−)-Austalide B, and (+)-Guanacastepene A, illustrating annulation-based construction of fused ring systems and enantioselective access to bicyclic enones in alkaloid and terpene synthesis.",Robinson Annulation|Hajos-Parrish reaction|Stork-Jung modified Robinson annulation,Robinson Annulation,"Examples emphasize cuprate addition to a methyl vinyl ketone surrogate, isolation of Michael adducts before aldol closure, L-valine-catalyzed enantioselective Hajos–Parrish annulation, and Stork–Jung style annulation from a 1,5-diketone precursor generated by allylsilane alkylation and Fleming–Tamao oxidation.",named reactions_437.jpg
p386,386,ROUSH ASYMMETRIC ALLYLATION,Importance; Mechanism,canonical_overview,Overview page for the Roush asymmetric allylation describing addition of tartrate-derived chiral allyl- and crotylboronates to aldehydes to furnish enantioenriched homoallylic alcohols with predictable syn or anti relationships depending on allylboronate geometry.,Roush Asymmetric Allylation|Roush asymmetric allylation,Roush Asymmetric Allylation,"Key concepts: use of B-allyl- or B-crotyl diisopropyl tartrate boronates at low temperature in toluene with molecular sieves, aldehyde scope spanning aliphatic and aromatic partners, access to both enantiomers by tartrate choice, and transition-state control that differentiates syn versus anti homoallylic alcohol formation.",named reactions_438.jpg
p387,387,ROUSH ASYMMETRIC ALLYLATION,Synthetic Applications,application_example,"Application page for the Roush asymmetric allylation featuring the C15–C25 subunit of (+)-Lasonolide A, the C38–C51 subunit of Spongistatin 1, Stevastelin B, and Clerocidin, illustrating repeated use of chiral allylboronates to establish dense arrays of homoallylic stereocenters in polyketide synthesis.",Roush Asymmetric Allylation|asymmetric crotylboration|asymmetric homoallylboration,Roush Asymmetric Allylation,"Examples emphasize complementary use of (R,R)- and (S,S)-diisopropyl tartrate-derived allylboronates, comparison with Brown crotylboration, repeated iteration in fragment synthesis, and efficient installation of C12, C21, C23, C39, and C41 stereocenters in highly oxygenated natural products.",named reactions_439.jpg
p388,388,RUBOTTOM OXIDATION,Importance; Mechanism,canonical_overview,"Overview page for the Rubottom oxidation describing peracid oxidation of silyl enol ethers through silyloxy epoxide intermediates and [1,4]-silyl migration to provide α-hydroxy ketones or aldehydes, including oxidative functionalization of cyclic and acyclic enol silanes and trimethylsiloxy dienes.",Rubottom Oxidation|Rubottom oxidation,Rubottom Oxidation,"Key concepts: peracid epoxidation of silyl enol ethers, acid- or base-promoted hydrolysis to α-hydroxylated carbonyl compounds, stereochemical control in bicyclic systems, and asymmetric variants using chiral oxidants or neutral epoxidation conditions to preserve silyloxy epoxide intermediates.",named reactions_440.jpg
p389,389,RUBOTTOM OXIDATION,Synthetic Applications,application_example,"Application page for the Rubottom oxidation featuring (+)-Rishirilide B, FR901464, d,l-Isospongiadol, and Hispidospermidin, showing α-hydroxylation of elaborated cyclic silyl enol ethers to install oxygenation patterns crucial for polyketide, terpene, and alkaloid synthesis.",Rubottom Oxidation|modified Rubottom oxidation,Rubottom Oxidation,"Examples emphasize DMDO-based oxidation of a six-membered silyl dienol ether, buffered mCPBA oxidation of a sensitive enol silane in FR901464 synthesis, oxidative free-radical cyclization sequences culminating in Rubottom hydroxylation, and TES enol ether formation prior to diastereoselective α-hydroxylation in alkaloid synthesis.",named reactions_441.jpg
