page_label,page_no,title,section_name,page_kind,reference_family_name,family_names,summary,notes,image_filename
p144,144,Dimroth Rearrangement – Importance and Mechanism,Importance; Mechanism,canonical_overview,Dimroth Rearrangement,Dimroth Rearrangement,"Overview page for the Dimroth rearrangement describing ring-opening / ring-closing isomerization of heterocycles in which endocyclic or exocyclic heteroatoms and attached substituents are translocated, including Type I fused-ring and Type II exo/endocyclic heterocycle variants.","Key concepts: ANRORC-type ring opening and reclosure, heteroatom translocation, nucleophile/base/heat promotion, and rearrangement control by ring size and substituent electronics.",named reactions_196.jpg
p145,145,Dimroth Rearrangement – Synthetic Applications,Synthetic Applications,application_example,Dimroth Rearrangement,Dimroth Rearrangement,"Application page for the Dimroth rearrangement featuring nucleoside rearrangement to aplidiamine-9-beta-D-ribofuranoside, isotopically labeled adenine / deoxyadenosine probes, and tandem Smiles–Dimroth chemistry leading to fused thiadiazepine derivatives.","Examples emphasize base-promoted heterocycle isomerization, rearranged purine nucleosides, labeled adenine synthesis, and tandem heterocycle-editing sequences.",named reactions_197.jpg
p146,146,Doering-Laflamme Allene Synthesis – Importance and Mechanism,Importance; Mechanism,canonical_overview,Doering-Laflamme Allene Synthesis,Doering-Laflamme Allene Synthesis,Overview page for the Doering-Laflamme allene synthesis describing two-step one-carbon homologation of alkenes through dihalocarbene addition to form geminal dihalocyclopropanes followed by metal-mediated rearrangement to acyclic or cyclic allenes.,"Key concepts: in situ dihalocarbene generation from haloform, cyclopropanation of alkenes, metal–halogen exchange, and cyclopropylidene-to-allene rearrangement.",named reactions_198.jpg
p147,147,Doering-Laflamme Allene Synthesis – Synthetic Applications,Synthetic Applications,application_example,Doering-Laflamme Allene Synthesis,Doering-Laflamme Allene Synthesis,"Application page for the Doering-Laflamme allene synthesis featuring allenyl sterol preparation, branched [8]triangulane construction, beta-silylallene synthesis from allylsilanes, and bridged diallene formation that undergoes spontaneous ene cyclization.","Examples emphasize bromocarbene cyclopropanation, methyllithium-induced rearrangement, allene installation on complex scaffolds, and downstream cascade reactivity of the generated allenes.",named reactions_199.jpg
p148,148,Dötz Benzannulation Reaction – Importance and Mechanism,Importance; Mechanism,canonical_overview,Dötz Benzannulation Reaction,Dötz Benzannulation Reaction,Overview page for the Dötz benzannulation reaction describing formal [3+2+1] annulation of Fischer-type chromium carbene complexes with alkynes to furnish hydroquinone or phenol derivatives after carbon monoxide loss and benzannulation.,"Key concepts: chromium Fischer carbene preparation, alkyne insertion, carbon monoxide extrusion, regiochemical control of benzannulation, and oxidative unveiling of hydroquinone products.",named reactions_200.jpg
p149,149,Dötz Benzannulation Reaction – Synthetic Applications,Synthetic Applications,application_example,Dötz Benzannulation Reaction,Dötz Benzannulation Reaction,"Application page for the Dötz benzannulation reaction featuring calphostin D synthesis, construction of 12-O-methyl royleanone, C-aryl glycoside formation, and naphthalenedione assembly using dry adsorption techniques.","Examples emphasize complex carbene design, aminobenzannulation, oxidative dimerization follow-up steps, and natural-product-oriented annulation tactics.",named reactions_201.jpg
p150,150,Enders SAMP/RAMP Hydrazone Alkylation – Importance and Mechanism,Importance; Mechanism,canonical_overview,Enders SAMP/RAMP Hydrazone Alkylation,Enders SAMP/RAMP Hydrazone Alkylation,"Overview page for the Enders SAMP/RAMP hydrazone alkylation describing asymmetric alpha-alkylation of ketones or aldehydes through chiral SAMP/RAMP hydrazone auxiliaries, azaenolate formation, and stereoselective electrophile addition.","Key concepts: hydrazone formation from carbonyl compounds, LDA-mediated deprotonation, chiral auxiliary-controlled alkylation, and regeneration / diversification of the alkylated carbonyl products.",named reactions_202.jpg
p151,151,Enders SAMP/RAMP Hydrazone Alkylation – Synthetic Applications,Synthetic Applications,application_example,Enders SAMP/RAMP Hydrazone Alkylation,Enders SAMP/RAMP Hydrazone Alkylation,"Application page for the Enders SAMP/RAMP hydrazone alkylation featuring syntheses of (-)-C10-desmethyl artemanunin B, (-)-denticulatin A, (+)-maritimol, and (+)-streptenol A through highly diastereoselective auxiliary-controlled alkylation sequences.","Examples emphasize auxiliary-controlled quaternary / stereogenic center installation, LiCl and copper-additive effects, and removal / functional-group interconversion of hydrazone auxiliaries.",named reactions_203.jpg
p152,152,Enyne Metathesis – Importance and Mechanism,Importance; Mechanism,canonical_overview,Enyne Metathesis,Enyne Metathesis,"Overview page for enyne metathesis describing catalyst-controlled redistribution of carbon–carbon multiple bonds between an alkene and an alkyne to form conjugated 1,3-dienes, including ring-closing and cross-enyne metathesis manifolds.","Key concepts: Grubbs-type ruthenium carbene catalysis, ring-closing versus cross-enyne modes, 1,n-enyne substrates, and mechanistic divergence through metallacyclobutene intermediates.",named reactions_204.jpg
p153,153,Enyne Metathesis – Synthetic Applications,Synthetic Applications,application_example,Enyne Metathesis,Enyne Metathesis,"Application page for enyne metathesis featuring tandem enyne metathesis / Diels–Alder synthesis of (+)-differolide, bicyclization en route to (-)-stemoamide, platinum or Lewis-acid-catalyzed cyclization toward strepurobin B cores, and macrocyclic enyne metathesis in (-)-longithorone A synthesis.","Examples emphasize ring-closing enyne metathesis on complex scaffolds, catalyst choice effects, tandem metathesis–cycloaddition logic, and macrocyclization-enabled natural-product assembly.",named reactions_205.jpg
