page_label,page_no,title,section_name,page_kind,reference_family_name,family_names,summary,notes,image_filename
p320,320,OPPENAUER OXIDATION,Importance; Mechanism,canonical_overview,Oppenauer Oxidation,Oppenauer Oxidation|modified Oppenauer oxidation,Overview page for the Oppenauer oxidation describing aluminum-alkoxide-mediated oxidation of secondary alcohols with ketone hydride acceptors such as acetone to give ketones or aldehydes under mild transfer-hydrogen conditions.,"Key concepts: reverse Meerwein-Ponndorf-Verley redox manifold, aluminum alkoxide exchange, six-membered hydride-transfer transition state, high chemoselectivity for secondary alcohol oxidation, and suppression of competing aldol/Tishchenko pathways by solvent and substrate choice.",named reactions_372.jpg
p321,321,OPPENAUER OXIDATION,Synthetic Applications,application_example,Oppenauer Oxidation,Oppenauer Oxidation|modified Oppenauer oxidation,"Application page for the Oppenauer oxidation featuring estrone, (±)-hirsutene, (+)-lycodoline, and the CD ring of taxol, highlighting intramolecular redox relays and oxidation-triggered cyclizations in natural-product synthesis.","Examples emphasize modified aluminum-isopropoxide systems, tandem oxidation/Diels-Alder or aldol sequences, and intramolecular redox processes that convert hydroxy ketones into strategically placed enones or aldehydes.",named reactions_373.jpg
p322,322,OVERMAN REARRANGEMENT,Importance; Mechanism,canonical_overview,Overman Rearrangement,Overman Rearrangement|Overman rearrangement,"Overview page for the Overman rearrangement describing thermal or mercury/palladium-catalyzed [3,3]-sigmatropic rearrangement of allylic trichloroacetimidates to allylic trichloroacetamides that can be hydrolyzed to allylic amines.","Key concepts: preparation of allylic trichloroacetimidates from allylic alcohols and trichloroacetonitrile, suprafacial Claisen-type [3,3]-shift, stereospecific allylic amination, and catalytic variants for sensitive substrates.",named reactions_374.jpg
p323,323,OVERMAN REARRANGEMENT,Synthetic Applications,application_example,Overman Rearrangement,Overman Rearrangement|Overman rearrangement,"Application page for the Overman rearrangement featuring sphingofungin E, (±)-pancratistatin, (E)-β,γ-unsaturated-α-amino acids, and (−)-cryptopleurine assembled through thermal or Pd(II)-catalyzed allylic trichloroacetimidate rearrangements.","Examples emphasize stereocontrolled C–N bond installation at allylic positions, room-temperature transition-metal-catalyzed variants, and preservation of olefin geometry or optical purity in complex target synthesis.",named reactions_375.jpg
p324,324,OXY-COPE REARRANGEMENT AND ANIONIC OXY-COPE REARRANGEMENT,Importance; Mechanism,canonical_overview,Oxy-Cope Rearrangement and Anionic Oxy-Cope Rearrangement,Oxy-Cope Rearrangement and Anionic Oxy-Cope Rearrangement|Oxy-Cope rearrangement|Anionic oxy-Cope rearrangement,"Overview page for the oxy-Cope and anionic oxy-Cope rearrangements describing [3,3]-sigmatropic rearrangement of 1,5-dien-3-ols or their alkoxides to enols or enolates that furnish δ,ε-unsaturated carbonyl compounds after tautomerization or protonation.","Key concepts: thermal vs base-accelerated variants, large rate acceleration upon alkoxide formation, chairlike transition states, stereochemical transfer through ordered cyclic TS structures, and preference for anionic variants in synthesis.",named reactions_376.jpg
p325,325,OXY-COPE REARRANGEMENT AND ANIONIC OXY-COPE REARRANGEMENT,Synthetic Applications,application_example,Oxy-Cope Rearrangement and Anionic Oxy-Cope Rearrangement,Oxy-Cope Rearrangement and Anionic Oxy-Cope Rearrangement|Oxy-Cope rearrangement|Anionic oxy-Cope rearrangement,"Application page for oxy-Cope chemistry featuring spinosyn A, (+)-precapnelladiene, and 2-acetoxy[5]helicene prepared through highly stereocontrolled anionic or aromatic oxy-Cope rearrangements.","Examples emphasize room-temperature KH-promoted anionic oxy-Cope rearrangement, low-temperature anion-accelerated ring expansion, and sequential aromatic oxy-Cope processes for helicene construction.",named reactions_377.jpg
p326,326,PAAL-KNORR FURAN SYNTHESIS,Importance; Mechanism,canonical_overview,Paal-Knorr Furan Synthesis,Paal-Knorr Furan Synthesis|Paal-Knorr furan synthesis,"Overview page for the Paal-Knorr furan synthesis describing acid- or dehydrating-agent-promoted cyclodehydration of 1,4-dicarbonyl compounds or surrogates to substituted furans.","Key concepts: classical mineral-acid dehydration, use of Lewis acids or phosphorus-based dehydrating agents, surrogate 1,4-dicarbonyl precursors, and mechanism involving protonation, hemiacetal formation, and water loss rather than simple monoketal dehydration.",named reactions_378.jpg
p327,327,PAAL-KNORR FURAN SYNTHESIS,Synthetic Applications,application_example,Paal-Knorr Furan Synthesis,Paal-Knorr Furan Synthesis|Paal-Knorr furan synthesis,"Application page for the Paal-Knorr furan synthesis featuring a bisfuran macrocycle, a soluble nonacenetriquinone, a furan-isoannelated [14]annulene, and a 7-furyl-substituted quinolone assembled from 1,4-diketone precursors.","Examples emphasize late-stage furan installation in macrocycles, boron trifluoride- or p-toluenesulfonic-acid-promoted cyclodehydration, and compatibility with quinolone and polycyclic aromatic frameworks.",named reactions_379.jpg
p328,328,PAAL-KNORR PYRROLE SYNTHESIS,Importance; Mechanism,canonical_overview,Paal-Knorr Pyrrole Synthesis,Paal-Knorr Pyrrole Synthesis|Paal-Knorr pyrrole synthesis,"Overview page for the Paal-Knorr pyrrole synthesis describing condensation of 1,4-diketones with ammonia, ammonium salts, or primary amines under protic or Lewis acidic conditions to form substituted pyrroles.","Key concepts: broad amine scope including ammonia equivalents and primary amines, tolerance of diverse 1,4-dicarbonyl substitution patterns, solvent effects, and mechanistic evidence for rate-determining cyclization of a hemiaminal intermediate.",named reactions_380.jpg
p329,329,PAAL-KNORR PYRROLE SYNTHESIS,Synthetic Applications,application_example,Paal-Knorr Pyrrole Synthesis,Paal-Knorr Pyrrole Synthesis|Paal-Knorr pyrrole synthesis,"Application page for the Paal-Knorr pyrrole synthesis featuring calix[6]pyrrole, roseophilin, a precursor for heme and porphyrin synthesis, and magnolamide assembled through cyclization of 1,4-dicarbonyl intermediates with ammonia or amines.","Examples emphasize macrocyclic pyrrole formation from oxidized furan precursors, ammonia-mediated access to unstable NH-pyrroles, and use of Paal-Knorr cyclization as a key step in alkaloid and macrocycle synthesis.",named reactions_381.jpg
