page_label,page_no,title,section_name,page_kind,reference_family_name,family_names,summary,notes,image_filename
p330,330,PASSERINI MULTICOMPONENT REACTION,Importance; Mechanism,canonical_overview,Passerini Multicomponent Reaction,Passerini Multicomponent Reaction|Passerini reaction|Passerini three-component reaction,"Overview page for the Passerini multicomponent reaction describing isocyanide-based three-component coupling of a carboxylic acid, a carbonyl compound, and an isocyanide to furnish α-acyloxycarboxamides or related heterocyclic products.","Key concepts: one-pot multicomponent assembly, broad aldehyde/ketone and acid scope, isocyanide insertion into activated carbonyl–carboxylate adducts, and variants using water or hydrazoic acid to access α-hydroxycarboxamides or tetrazoles.",named reactions_382.jpg
p331,331,PASSERINI MULTICOMPONENT REACTION,Synthetic Applications,application_example,Passerini Multicomponent Reaction,Passerini Multicomponent Reaction|Passerini reaction|Passerini three-component reaction,"Application page for the Passerini multicomponent reaction featuring Eurystatin A, nor-statine library members, and densely functionalized oxofuran carboxamides, highlighting rapid convergence in peptide-mimetic and heterocycle synthesis.","Examples emphasize mild convergent assembly of complex acyloxycarboxamides, use in combinatorial library generation, O→N acyl migration after deprotection, and downstream Knoevenagel condensation to furan scaffolds.",named reactions_383.jpg
p332,332,PATERNO-BÜCHI REACTION,Importance; Mechanism,canonical_overview,Paternò-Büchi Reaction,Paternò-Büchi Reaction|Paterno-Büchi Reaction,"Overview page for the Paternò-Büchi reaction describing photochemical [2+2] cycloaddition of excited carbonyl compounds with alkenes to furnish oxetanes, often with predictable regioselectivity based on 1,4-biradical intermediates.","Key concepts: UV-light excitation of aldehydes or ketones, singlet/triplet carbonyl pathways, alkene addition to form 1,4-biradicals, collapse to oxetanes, and stereochemical outcomes governed by substitution pattern and biradical conformation.",named reactions_384.jpg
p333,333,PATERNO-BÜCHI REACTION,Synthetic Applications,application_example,Paternò-Büchi Reaction,Paternò-Büchi Reaction|Paterno-Büchi Reaction,"Application page for the Paternò-Büchi reaction featuring (+)-preussin, (±)-oxosilphiperfol-6-ene, (±)-euplotin A, and (±)-avenaciolide, showcasing intra- and intermolecular oxetane formation in natural-product synthesis.","Examples emphasize facially selective photocycloaddition, intramolecular fragmentation cascades, hetero Diels–Alder/Paternò-Büchi sequencing, and furan–aldehyde photochemical aldol surrogacy.",named reactions_385.jpg
p334,334,PAUSON-KHAND REACTION,Importance; Mechanism,canonical_overview,Pauson-Khand Reaction,Pauson-Khand Reaction|P-K reaction|modified Pauson-Khand reaction,"Overview page for the Pauson-Khand reaction describing cobalt-mediated formal [2+2+1] cycloaddition of an alkyne, an alkene, and carbon monoxide to generate substituted cyclopentenones.","Key concepts: dicobalt-alkyne complexes, carbon monoxide insertion, alkene coordination, regioselective cyclization to cyclopentenones, and promoter-assisted variants using N-oxides, sulfides, light, or alternative metal carbonyl catalysts.",named reactions_386.jpg
p335,335,PAUSON-KHAND REACTION,Synthetic Applications,application_example,Pauson-Khand Reaction,Pauson-Khand Reaction|P-K reaction|modified Pauson-Khand reaction,"Application page for the Pauson-Khand reaction featuring (+)-taylorione, the CD quinane substructure of kalmanol, (+)-epoxydictymene, and 13-deoxyserratine, illustrating intra- and intermolecular cyclopentenone annulation in terpene and alkaloid synthesis.","Examples emphasize promoter-controlled cobalt decomplexation, intramolecular ring fusion, tandem Nicholas/Pauson-Khand strategies, and conformational control in enyne cyclizations.",named reactions_387.jpg
p336,336,PAYNE REARRANGEMENT,Importance; Mechanism,canonical_overview,Payne Rearrangement,Payne Rearrangement|aza-Payne rearrangement|thia-Payne rearrangement,"Overview page for the Payne rearrangement describing base-catalyzed intramolecular epoxide migration of 2,3-epoxy alcohols to isomeric epoxides, plus aza- and thia-Payne variants that access aziridino and thiirano alcohols.","Key concepts: deprotonation to an alkoxide, 3-exo-tet ring opening and reclosure with inversion at C2, solvent/base dependence, epoxide equilibration, and hetero-Payne variants promoted by base or Lewis acid.",named reactions_388.jpg
p337,337,PAYNE REARRANGEMENT,Synthetic Applications,application_example,Payne Rearrangement,Payne Rearrangement|aza-Payne rearrangement|thia-Payne rearrangement,"Application page for the Payne rearrangement featuring epi-7-deoxypancratistatin, (−)-dysiherbaine, a sulfur-containing novel nucleoside, and (+)-merrilactone A, highlighting epoxide migration as a stereochemical relay in natural-product synthesis.","Examples emphasize aza-Payne trapping with electrophiles, benzylative capture of rearranged alkoxides, thia-Payne stereochemical relay to thiiranes, and acid-induced homo-Payne rearrangement to oxetane frameworks.",named reactions_389.jpg
p338,338,PERKIN REACTION,Importance; Mechanism,canonical_overview,Perkin Reaction,Perkin Reaction|Perkin condensation|Erlenmeyer-Plöchl azlactone synthesis|Oglialoro modification,"Overview page for the Perkin reaction describing condensation of aromatic aldehydes with acid anhydrides or N-acyl glycine derivatives under basic conditions to produce α,β-unsaturated carboxylic acids or azlactones.","Key concepts: aromatic aldehyde preference, enolization of anhydrides or azlactones, β-alkoxide formation followed by elimination, mixed-anhydride variants, and utility in cinnamic-acid and α-amino-acid precursor synthesis.",named reactions_390.jpg
p339,339,PERKIN REACTION,Synthetic Applications,application_example,Perkin Reaction,Perkin Reaction|Perkin condensation|Erlenmeyer-Plöchl azlactone synthesis|Oglialoro modification,"Application page for the Perkin reaction featuring (Z)-combretastatin A-4, (S)-AIDA, ebalzotan (NAE-086), and 6-fluoro-meta-tyrosine, showing olefin-forming condensations in medicinal and natural-product synthesis.","Examples emphasize stereocontrolled cinnamic-acid formation, subsequent decarboxylation or cyclization, azlactone chemistry for α-amino-acid analogs, and scale-up utility for bioactive scaffolds.",named reactions_391.jpg
