page_label,page_no,title,section_name,page_kind,summary,family_names,reference_family_name,notes,image_filename
p360,360,PRÉVOST REACTION,Importance; Mechanism,canonical_overview,"Overview page for the Prévost reaction describing anti dihydroxylation of alkenes through iodine and silver carboxylates, giving trans-1,2-diols under anhydrous conditions and cis-1,2-diols under the Woodward-Brutcher modification in the presence of water or acetic acid.",Prévost Reaction|Woodward-Brutcher modification,Prévost Reaction,"Key concepts: iodoniun-ion formation, silver carboxylate participation, trans-dibenzoate intermediates, and control of trans versus cis vicinal diol stereochemistry through reaction hydration state.",named reactions_412.jpg
p361,361,PRÉVOST REACTION,Synthetic Applications,application_example,"Application page for the Prévost reaction featuring trans-7,8-dihydroxy-7,8-dihydrobenzo[a]pyrene phenolic derivatives, (−)-SS20846A, (±)-momilactone A, and (±)-2,3-dihydrofratiglisin C, illustrating both dry Prévost and Woodward-Brutcher conditions for stereocontrolled vicinal diol installation in polycyclic aromatic, piperidine, and terpene syntheses.",Prévost Reaction|Woodward-Brutcher modification,Prévost Reaction,"Examples emphasize silver benzoate or silver acetate with iodine, dry benzene versus wet acetic acid conditions, β-iodobenzoate intermediates, and late-stage diol installation in dense natural-product frameworks.",named reactions_413.jpg
p362,362,PRILEZHAEV REACTION,Importance; Mechanism,canonical_overview,"Overview page for the Prilezhaev reaction describing peroxyacid epoxidation of isolated alkenes, a stereospecific syn oxygen transfer that is widely used to form epoxides with predictable retention of alkene geometry and broad functional-group tolerance.",Prilezhaev Reaction,Prilezhaev Reaction,"Key concepts: mCPBA-type epoxidation, electron-rich alkenes reacting fastest, selectivity for isolated double bonds, facial bias from substrate control, and preservation of alkene stereochemistry in the epoxide product.",named reactions_414.jpg
p363,363,PRILEZHAEV REACTION,Synthetic Applications,application_example,"Application page for the Prilezhaev reaction featuring (−)-21-isopentenylpaxilline, briarielin F, 11-deoxytetrodotoxin, and epothilone B, highlighting highly diastereoselective mCPBA epoxidations of complex terpenoid and polyketide alkenes in the presence of multiple sensitive functional groups.",Prilezhaev Reaction,Prilezhaev Reaction,"Examples emphasize buffered mCPBA conditions, chemoselective oxidation of one alkene in multifunctional settings, and substrate-controlled α/β-face discrimination in late-stage natural-product synthesis.",named reactions_415.jpg
p364,364,PRINS REACTION,Importance; Mechanism,canonical_overview,"Overview page for the Prins reaction describing acid-catalyzed addition of aldehydes to alkenes to generate allylic alcohols, 3-substituted alcohols, 1,3-dioxanes, and related oxocarbenium-derived products, with product distribution governed by nucleophile availability and carbocation fate.",Prins Reaction|carbonyl ene reaction,Prins Reaction,"Key concepts: protonated aldehyde addition across alkenes, Markovnikov-type capture, oxocarbenium ions, branching between 1,3-dioxane formation, 1,3-diol formation, and allylic alcohol products, and use of protic or Lewis acids.",named reactions_416.jpg
p365,365,PRINS REACTION,Synthetic Applications,application_example,"Application page for the Prins reaction featuring (+)-chatancin, leucascandrolide A, (−)-centrolobine, and (+)-isocycloseychellene, illustrating transannular, tandem Mukaiyama aldol-Prins, segment-coupling Prins cyclization, and catalyst-free oxodiv e-Prins variants for complex ring construction.",Prins Reaction|carbonyl ene reaction,Prins Reaction,"Examples emphasize Me2AlCl-promoted cyclization, BF3·OEt2-mediated Mukaiyama aldol-Prins sequences, SnBr4-assisted all-equatorial tetrahydropyran formation, and oxidative/carbony ene-Prins logic in tricyclic ketone synthesis.",named reactions_417.jpg
p366,366,PRINS-PINACOL REARRANGEMENT,Importance; Mechanism,canonical_overview,"Overview page for the Prins-pinacol rearrangement describing tandem condensation of allylic 1,2-diols or allylic acetals with aldehydes or ketones to form highly substituted tetrahydrofurans and annulated acyl tetrahydrofurans through sequential Prins cyclization and pinacol rearrangement.",Prins-Pinacol Rearrangement,Prins-Pinacol Rearrangement,"Key concepts: oxocarbenium-ion formation, tetrahydrofuran annulation, β-hydroxy carbocation intermediates, ring expansion or cyclopentanone annulation, and Lewis-acid control of stereoselective tandem skeletal editing.",named reactions_418.jpg
p367,367,PRINS-PINACOL REARRANGEMENT,Synthetic Applications,application_example,"Application page for the Prins-pinacol rearrangement featuring briarielin F, (−)-magellaninone, (−)-citreoviral, and (+)-shahamin K, showing Overman-style tandem cyclizations that build fused and spiro tetrahydrofuran motifs with installation of quaternary stereocenters in terpenoid and alkaloid synthesis.",Prins-Pinacol Rearrangement,Prins-Pinacol Rearrangement,"Examples emphasize low-temperature acid-promoted acetalization, SnCl4-mediated rearrangement, enantioenriched substrate transfer, and thio-Prins-pinacol variants for hydroazulene core formation.",named reactions_419.jpg
p368,368,PUMMERER REARRANGEMENT,Importance; Mechanism,canonical_overview,"Overview page for the Pummerer rearrangement describing activation of sulfoxides with acylating or silylating agents to generate sulfur-stabilized cationic intermediates that are trapped by nucleophiles to give α-substituted sulfides or, after hydrolysis, carbonyl compounds and thiols.",Pummerer Rearrangement|sila-Pummerer rearrangement|vinylogous Pummerer rearrangement,Pummerer Rearrangement,"Key concepts: acylsulfonium formation, sulfur-substituted carbocations, α-functionalization of sulfoxides, acid or base co-catalysis, and multiple variants including asymmetric, sila-, additive-, and vinylogous Pummerer rearrangements.",named reactions_420.jpg
p369,369,PUMMERER REARRANGEMENT,Synthetic Applications,application_example,"Application page for the Pummerer rearrangement featuring an enantiopure pyrrolidine, exo-spirotenonate, (±)-deethylibophyllidine, and solanopyrone D, highlighting tandem rearrangement-reduction sequences, acetoxy-aldehyde generation, iminium cyclization, and formyl installation on a pyrone ring.",Pummerer Rearrangement|vinylogous Pummerer rearrangement,Pummerer Rearrangement,"Examples emphasize TFAA/TFAA activation, Ac2O/NaOAc-promoted rearrangement, Raney-Ni desulfurization, and TMSOTf/TMSNEt2-triggered vinylogous Pummerer chemistry in complex-target synthesis.",named reactions_421.jpg
