page_label,page_no,title,section_name,page_kind,summary,family_names,reference_family_name,notes,image_filename
p476,476,WAGNER-MEERWEIN REARRANGEMENT,Importance; Mechanism,canonical_overview,"Overview page for the Wagner-Meerwein rearrangement describing carbocation rearrangements via 1,2-shifts, including protic- and Lewis-acid-triggered skeletal reorganizations and competing alkene or capture pathways.",Wagner-Meerwein Rearrangement,Wagner-Meerwein Rearrangement,"Emphasizes skeletal rearrangement through carbocation intermediates, structural reorganization by hydride/alkyl/aryl shifts, and stereochemical consequences of migration.",named reactions_528.jpg
p477,477,WAGNER-MEERWEIN REARRANGEMENT,Synthetic Applications,application_example,"Application page for the Wagner-Meerwein rearrangement highlighting acid- or epoxide-triggered 1,2-shifts in the syntheses of KW-2189, hydroxyfenchone, sesquiterpene ketone frameworks, and quadrone.",Wagner-Meerwein Rearrangement,Wagner-Meerwein Rearrangement,"Examples show rearrangements from secondary or tertiary carbocations, often initiated by dehydration, epoxidation, or strong Brønsted acid treatment.",named reactions_529.jpg
p478,478,WEINREB KETONE SYNTHESIS,Importance; Mechanism,canonical_overview,Overview page for Weinreb ketone synthesis describing conversion of activated carboxylic acid derivatives into N-methoxy-N-methylamides and their controlled reaction with organometallic reagents to furnish ketones or aldehydes.,Weinreb Ketone Synthesis,Weinreb Ketone Synthesis,"Covers preparation and reactivity of Weinreb amides, single-addition control through chelation, and reduction pathways from esters or lactones.",named reactions_530.jpg
p479,479,WEINREB KETONE SYNTHESIS,Synthetic Applications,application_example,"Application page for Weinreb ketone synthesis featuring ketone installation in the syntheses of tuberostemonine, tautomycin fragments, nicandrenones, and dictamnol.",Weinreb Ketone Synthesis,Weinreb Ketone Synthesis,Examples emphasize late-stage conversion of lactones or alkynyl/alkenyl precursors into Weinreb amides followed by chemoselective organometallic addition.,named reactions_531.jpg
p480,480,WHARTON FRAGMENTATION,Importance; Mechanism,canonical_overview,"Overview page for the Wharton fragmentation describing base-induced fragmentation of cyclic or acyclic 1,3-diol monosulfonates or related substrates to medium-sized cyclic alkenes and unsaturated fragments.",Wharton Fragmentation,Wharton Fragmentation,"Highlights anti stereoelectronic requirements, relation to Grob-type fragmentations, and substrate-dependent side-product formation such as oxetanes.",named reactions_532.jpg
p481,481,WHARTON FRAGMENTATION,Synthetic Applications,application_example,"Application page for Wharton fragmentation showcasing its use in xenicane synthesis, CP-263,114 core construction, taxane framework assembly, and substituted kainic acid synthesis.",Wharton Fragmentation,Wharton Fragmentation,Examples use mesylate or tosylate precursors and strong base to trigger fragmentation into medium-ring or highly functionalized unsaturated products.,named reactions_533.jpg
p482,482,WHARTON OLEFIN SYNTHESIS (WHARTON TRANSPOSITION),Importance; Mechanism,canonical_overview,"Overview page for the Wharton olefin synthesis or Wharton transposition describing conversion of α,β-epoxyketones into allylic alcohols via hydrazone formation and nitrogen extrusion.",Wharton Olefin Synthesis (Wharton Transposition),Wharton Olefin Synthesis (Wharton Transposition),Contrasts the Wharton transposition with Kishner eliminative reduction and emphasizes hydrazine-mediated reduction of epoxyketones to allylic alcohols.,named reactions_534.jpg
p483,483,WHARTON OLEFIN SYNTHESIS (WHARTON TRANSPOSITION),Synthetic Applications,application_example,"Application page for the Wharton olefin synthesis highlighting allylic alcohol formation in the syntheses of OSW-1 precursors, decipienin A, warburganal, and physoperuvine.",Wharton Olefin Synthesis (Wharton Transposition),Wharton Olefin Synthesis (Wharton Transposition),Examples feature hydrazine-mediated transposition after epoxidation of enones and subsequent oxidation or elaboration of the allylic alcohol products.,named reactions_535.jpg
p484,484,WILLIAMSON ETHER SYNTHESIS,Importance; Mechanism,canonical_overview,Overview page for the Williamson ether synthesis describing SN2 reaction of alkoxides or phenoxides with alkyl halides or sulfonates to form dialkyl or aryl alkyl ethers.,Williamson Ether Synthesis,Williamson Ether Synthesis,"Summarizes alkoxide generation, substrate scope, leaving-group trends, and limitations such as elimination or C-alkylation with hindered or activated aryl systems.",named reactions_536.jpg
p485,485,WILLIAMSON ETHER SYNTHESIS,Synthetic Applications,application_example,"Application page for the Williamson ether synthesis featuring phase-transfer and intramolecular etherifications in the syntheses of methanophenazine, asimicin, fumagillol, and archaeal macrocyclic diether lipids.",Williamson Ether Synthesis,Williamson Ether Synthesis,"Examples include intermolecular and intramolecular substitutions of mesylates or tosylates, often under pyridine, DMSO, or phase-transfer conditions.",named reactions_537.jpg
